000003	XEROX CORPORATION
001BE3	Health Hero Network, Inc.
001BF3	TRANSRADIO SenderSysteme Berlin AG
001C03	Betty TV Technology AG
001C13	OPTSYS TECHNOLOGY CO., LTD.
001C23	Dell Inc.
001C33	Sutron
001C43	Samsung Electronics Co.,Ltd
001C53	Synergy Lighting Controls
001C63	Truen
001C73	Arista Networks, Inc.
001C83	New Level Telecom Co., Ltd.
001C93	ExaDigm Inc
001CA3	Terra
001CB3	Apple, Inc.
001CC3	ARRIS Group, Inc.
001CD3	ZP Engineering SEL
001CE3	Optimedical Systems
001CF3	EVS BROADCAST EQUIPMENT
001D03	Design Solutions Inc.
001D13	Nextgtv
001D23	Sensus
001D33	Maverick Systems Inc.
001D43	Shenzhen G-link Digital Technology Co., Ltd.
001D53	S&O Electronics (Malaysia) Sdn. Bhd.
001D63	Miele & Cie. KG
001D73	BUFFALO.INC
001D83	Emitech Corporation
001D93	Modacom
001DA3	Sabioso
001DB3	HPN Supply Chain
001DC3	RIKOR TV, Ltd
001DD3	ARRIS Group, Inc.
001DE3	Intuicom
001DF3	SBS Science & Technology Co., Ltd
001E03	LiComm Co., Ltd.
001E13	Cisco Systems, Inc
001E23	Electronic Educational Devices, Inc
001E33	INVENTEC Corporation
001E43	AISIN AW CO.,LTD.
001E53	Further Tech Co., LTD
001E63	Vibro-Meter SA
001E73	zte corporation
001E83	LAN/MAN Standards Association (LMSC)
001E93	CiriTech Systems Inc
001EA3	Nokia Danmark A/S
001EB3	Primex Wireless
001EC3	Kozio, Inc.
001ED3	Dot Technology Int'l Co., Ltd.
001EE3	T&W Electronics (ShenZhen) Co.,Ltd
001EF3	From2
001F03	NUM AG
001F13	S.& A.S. Ltd.
001F23	Interacoustics
001F33	Netgear
001F43	ENTES ELEKTRONIK
001F53	GEMAC Gesellschaft für Mikroelektronikanwendung Chemnitz mbH
001F63	JSC Goodwin-Europa
001F73	Teraview Technology Co., Ltd.
001F83	Teleplan Technology Services Sdn Bhd
001F93	Xiotech Corporation
001FA3	T&W Electronics(Shenzhen)Co.,Ltd.
001FB3	2Wire Inc
001FC3	SmartSynch, Inc
001FD3	RIVA Networks Inc.
001FE3	LG Electronics (Mobile Communications)
001FF3	Apple, Inc.
002003	PIXEL POWER LTD.
002013	DIVERSIFIED TECHNOLOGY, INC.
002023	T.C. TECHNOLOGIES PTY. LTD
002033	SYNAPSE TECHNOLOGIES, INC.
002043	NEURON COMPANY LIMITED
002053	HUNTSVILLE MICROSYSTEMS, INC.
002063	Wipro Infotech Ltd
002073	FUSION SYSTEMS CORPORATION
002083	PRESTICOM INCORPORATED
002093	LANDINGS TECHNOLOGY CORP.
0020A3	Harmonic, Inc
0020B3	Tattile SRL
0020C3	COUNTER SOLUTIONS LTD.
0020D3	OST (Ouet Standard Telematique)
0020E3	MCD KENCOM CORPORATION
0020F3	RAYNET CORPORATION
002103	GHI Electronics, LLC
002113	Padtec S/A
002123	Aerosat Avionics
002133	Building B, Inc
002143	ARRIS Group, Inc.
002153	SeaMicro Inc.
002163	ASKEY COMPUTER CORP
002173	Ion Torrent Systems, Inc.
002183	ANDRITZ HYDRO GmbH
002193	Videofon MV
0021A3	Micromint
0021B3	Ross Controls
0021C3	CORNELL Communications, Inc.
0021D3	BOCOM SECURITY(ASIA PACIFIC) LIMITED
0021E3	SerialTek LLC
0021F3	Si14 SpA
002203	Glensound Electronics Ltd
002213	PCI CORPORATION
002223	TimeKeeping Systems, Inc.
002233	ADB Broadband Italia
002243	AzureWave Technology Inc.
002253	Entorian Technologies
002263	Koos Technical Services, Inc.
002273	Techway
002283	Juniper Networks
002293	zte corporation
0022A3	California Eastern Laboratories
0022B3	Sei S.p.A.
0022C3	Zeeport Technology Inc.
0022D3	Hub-Tech
0022E3	Amerigon
0022F3	SHARP Corporation
002303	LITE-ON IT Corporation
002313	Qool Technologies Ltd.
002323	Zylin AS
002333	Cisco Systems, Inc
002343	TEM AG
002353	F E T Elettronica snc
002363	Zhuhai Raysharp Technology Co.,Ltd
002373	GridIron Systems, Inc.
002383	InMage Systems Inc
002393	AJINEXTEK
0023A3	ARRIS Group, Inc.
0023B3	Lyyn AB
0023C3	LogMeIn, Inc.
0023D3	AirLink WiFi Networking Corp.
0023E3	Microtronic AG
0023F3	Glocom, Inc.
002403	Nokia Danmark A/S
002413	Cisco Systems, Inc
002423	AzureWave Technologies (Shanghai) Inc.
002433	ALPS ELECTRIC CO.,LTD.
002443	Nortel Networks
002453	Initra d.o.o.
002463	Phybridge Inc
002473	3COM EUROPE LTD
002483	LG Electronics (Mobile Communications)
002493	ARRIS Group, Inc.
0024A3	Sonim Technologies Inc
0024B3	Graf-Syteco GmbH & Co. KG
0024C3	Cisco Systems, Inc
0024D3	QUALICA Inc.
0024E3	CAO Group
0024F3	Nintendo Co., Ltd.
002503	IBM Corp
002513	CXP DIGITAL BV
002523	OCP Inc.
002533	WITTENSTEIN AG
002543	MONEYTECH
002553	ADB Broadband Italia
002563	Luxtera Inc
002573	ST Electronics (Info-Security) Pte Ltd
002583	Cisco Systems, Inc
002593	DatNet Informatikai Kft.
0025A3	Trimax Wireless, Inc.
0025B3	Hewlett Packard
0025C3	21168
0025D3	AzureWave Technology Inc.
0025E3	Hanshinit Inc.
0025F3	Nordwestdeutsche Zählerrevision
002603	Shenzhen Wistar Technology Co., Ltd
002613	Engel Axil S.L.
002623	JRD Communication Inc
002633	MIR - Medical International Research
002643	ALPS ELECTRIC CO.,LTD.
002653	DaySequerra Corporation
002663	Shenzhen Huitaiwei Tech. Ltd, co.
002673	RICOH COMPANY,LTD.
002683	Ajoho Enterprise Co., Ltd.
002693	QVidium Technologies, Inc.
0026A3	FQ Ingenieria Electronica S.A.
0026B3	Thales Communications Inc
0026C3	Insightek Corp.
0026D3	Zeno Information System
0026E3	Dti
0026F3	SMC Networks
002703	Testech Electronics Pte Ltd
002713	Universal Global Scientific Industrial Co., Ltd.
003003	Phasys Ltd.
003013	NEC Corporation
003023	COGENT COMPUTER SYSTEMS, INC.
003033	ORIENT TELECOM CO., LTD.
003043	IDREAM TECHNOLOGIES, PTE. LTD.
003053	Basler AG
003063	SANTERA SYSTEMS, INC.
003073	International Microsystems, In
003083	Ivron Systems
003093	Sonnet Technologies, Inc
0030A3	Cisco Systems, Inc
0030B3	San Valley Systems, Inc.
0030C3	FLUECKIGER ELEKTRONIK AG
0030D3	Agilent Technologies, Inc.
0030E3	SEDONA NETWORKS CORP.
0030F3	At Work Computers
004003	Emerson Process Management Power & Water Solutions, Inc.
004013	NTT Data Communication Systems Corp
004023	Logic Corporation
004033	Addtron Technology Co., Ltd.
004043	Nokia Data Communications
004053	Datum [Bancomm Division]	TymServe 2000
004063	VIA TECHNOLOGIES, INC.
004073	BASS ASSOCIATES
004083	TDA INDUSTRIA DE PRODUTOS
004093	PAXDATA NETWORKS LTD.
0040A3	MICROUNITY SYSTEMS ENGINEERING
0040B3	ParTech Inc.
0040C3	Fischer and Porter Co.
0040D3	KIMPSION INTERNATIONAL CORP.
0040E3	Quin Systems Ltd
0040F3	Netcor
004BF3	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
005003	Xrite Inc
005013	Chaparral Network Storage
005023	PG DESIGN ELECTRONICS, INC.
005033	MAYAN NETWORKS
005043	MARVELL SEMICONDUCTOR, INC.
005053	Cisco Systems, Inc
005063	OY COMSEL SYSTEM AB
005073	Cisco Systems, Inc
005083	GILBARCO, INC.
005093	Boeing
0050A3	TransMedia Communications, Inc.
0050B3	VOICEBOARD CORPORATION
0050D3	DIGITAL AUDIO PROCESSING PTY. LTD.
0050E3	ARRIS Group, Inc.
0050F3	GLOBAL NET INFORMATION CO., Ltd.
005A13	HUAWEI TECHNOLOGIES CO.,LTD
005D03	Xilinx, Inc
006003	TERAOKA WEIGH SYSTEM PTE, LTD.
006013	NETSTAL MASCHINEN AG
006023	PERICOM SEMICONDUCTOR CORP.
006033	ACUITY IMAGING, INC.
006043	iDirect, INC.
006053	TOYODA MACHINE WORKS, LTD.
006063	PSION DACOM PLC.
006073	REDCREEK COMMUNICATIONS, INC.
006083	Cisco Systems, Inc.		3620/3640 routers
006093	Varian
0060A3	CONTINUUM TECHNOLOGY CORP.
0060B3	Z-COM, INC.
0060C3	NETVISION CORPORATION
0060D3	At&T
0060E3	ARBIN INSTRUMENTS
0060F3	Performance Analysis Broadband, Spirent plc
0070B3	DATA RECALL LTD.
008003	HYTEC ELECTRONICS LTD.
008013	Thomas Conrad Corp.
008023	Integrated Business Networks
008033	Formation (?)
008043	Networld Inc
008053	INTELLICOM, INC.
008063	Richard Hirschmann Gmbh & Co
008073	DWB ASSOCIATES
008083	Amdahl
008093	Xyron Corporation
0080A3	Lantronix	(see also 0800A3)
0080B3	AVAL DATA CORPORATION
0080C3	BICC INFORMATION SYSTEMS & SVC
0080D3	Shiva				Appletalk-Ethernet interface
0080E3	Coral?		# Coral (?)
0080F3	Sun Electronics Corp
008B43	Rftech
008E73	Cisco Systems, Inc
009003	Aplio
009013	SAMSAN CORP.
009023	ZILOG INC.
009033	INNOVAPHONE AG
009043	Tattile SRL
009053	DAEWOO ELECTRONICS CO., LTD.
009063	COHERENT COMMUNICATIONS SYSTEMS CORPORATION
009073	GAIO TECHNOLOGY
009083	TURBO COMMUNICATION, INC.
009093	NANAO CORPORATION
0090A3	Corecess Inc.
0090B3	AGRANAT SYSTEMS
0090C3	TOPIC SEMICONDUCTOR CORP.
0090D3	GIESECKE & DEVRIENT GmbH
0090E3	AVEX ELECTRONICS INC.
0090F3	ASPECT COMMUNICATIONS
009363	Uni-Link Technology Co., Ltd.
00A003	Siemens Switzerland Ltd., I B T HVP
00A013	TELTREND LTD.
00A023	APPLIED CREATIVE TECHNOLOGY, INC.
00A033	imc MeBsysteme GmbH
00A043	AMERICAN TECHNOLOGY LABS, INC.
00A053	COMPACT DEVICES, INC.
00A063	JRL SYSTEMS, INC.
00A073	Com21
00A083	Intel
00A093	B/E AEROSPACE, Inc.
00A0A3	RELIABLE POWER METERS
00A0B3	Zykronix
00A0C3	UNICOMPUTER GMBH
00A0D3	INSTEM COMPUTER SYSTEMS, LTD.
00A0E3	XKL SYSTEMS CORP.
00A0F3	Staubli
00B033	OAO Izhevskiy radiozavod
00B0B3	XSTREAMIS PLC
00C003	Globalnet Communications
00C013	Netrix
00C023	Tutankhamon Electronics
00C033	Telebit Corporation
00C043	Stratacom
00C053	Aspect Software Inc.
00C063	Morning Star Technologies Inc	May be miswrite of 0003C6
00C073	Xedia Corporation
00C083	TRACE MOUNTAIN PRODUCTS, INC.
00C093	Alta Research Corp.
00C0A3	Dual Enterprises Corporation
00C0B3	Comstat Datacomm Corporation
00C0C3	Acuson Computed Sonography
00C0D3	OLYMPUS IMAGE SYSTEMS, INC.
00C0E3	Ositech Communications Inc
00C0F3	Network Communications Corp
00D003	COMDA ENTERPRISES CORP.
00D013	PRIMEX AEROSPACE COMPANY
00D023	INFORTREND TECHNOLOGY, INC.
00D033	DALIAN DAXIAN NETWORK
00D043	ZONAL RETAIL DATA SYSTEMS
00D053	CONNECTED SYSTEMS
00D063	Cisco Systems, Inc
00D073	ACN ADVANCED COMMUNICATIONS
00D083	INVERTEX, INC.
00D093	TQ - COMPONENTS GMBH
00D0A3	VOCAL DATA, INC.
00D0B3	DRS Technologies Canada Ltd
00D0C3	VIVID TECHNOLOGY PTE, LTD.
00D0D3	Cisco Systems, Inc
00D0E3	ELE-CHEM ENGINEERING CO., LTD.
00D0F3	SOLARI DI UDINE SPA
00DD03	UNGERMANN-BASS INC.
00E003	NOKIA WIRELESS BUSINESS COMMUN
00E013	EASTERN ELECTRONIC CO., LTD.
00E023	Telrad
00E033	E.E.P.D. GmbH
00E043	Vitalcom
00E053	CELLPORT LABS, INC.
00E063	Cabletron Systems, Inc.
00E073	NATIONAL AMUSEMENT NETWORK, INC.
00E083	Jato Technologies, Inc.
00E093	ACKFIN NETWORKS
00E0A3	Cisco Systems			Catalyst 1924
00E0B3	EtherWAN Systems, Inc.
00E0C3	SAKAI SYSTEM DEVELOPMENT CORP.
00E0D3	DATENTECHNIK GmbH
00E0E3	SK-ELEKTRONIK GMBH
00E0F3	WebSprint Communications, Inc.
00E6D3	NIXDORF COMPUTER CORP.
00F403	Orbis Systems Oy
00F663	Cisco Systems, Inc
0270B3	DATA RECALL LTD.
02E6D3	BTI (Bus-Tech, Inc.)		IBM Mainframes
040A83	Alcatel-               # Alcatel-Lucent
0452F3	Apple, Inc.
045453	Apple, Inc.
046273	Cisco Systems, Inc
047503	HUAWEI TECHNOLOGIES CO.,LTD
047863	Shanghai MXCHIP Information Technology Co., Ltd.
048C03	ThinPAD Technology (Shenzhen)CO.,LTD
049573	zte corporation
0498F3	ALPS ELECTRIC CO.,LTD.
04A3F3	Emicon
04C103	Clover Network, Inc.
04D783	Y&H E&C Co.,LTD.
080003	ACC
080013	Exxon
080023	Matsushita Denso
080033	BAUSCH & LOMB
080043	PIXEL COMPUTER INC.
080053	MIDDLE EAST TECH. UNIVERSITY
080063	Plessey
080073	TECMAR INC.
080083	Seiko Denshi
081443	UNIBRAIN S.A.
081FF3	Cisco Systems, Inc
08B2A3	Cynny Italia S.r.L.
08BD43	Netgear
08C6B3	QTECH LLC
